id,llave,proveedor,pedido,requisicion,lote,clave,descripcion,marca,unidad,cantidad,precio,tipo,cause,controlado
1981,P-16-0005|exfarma|555,exfarma,P-16-0005,299,555,040.000.4026.00,BUPRENORFINA SOLUCIÓN INYECTABLE. Cada ampolleta o frasco ámpula contiene: Clorhidrato de buprenorfina equivalente a 0.3 mg. de buprenorfina. Envase con 6,GENERICO,Envase,1,47.57,1,1,1
1982,P-16-0005|exfarma|556,exfarma,P-16-0005,299,556,040.000.4054.00,FLUMAZENIL SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Flumazenil 0.5 mg. Envase con una ampolleta con 5 ml. (0.1 mg/ml).,GENERICO,Envase,1,257.49,1,1,1
1983,P-16-0005|exfarma|557,exfarma,P-16-0005,299,557,040.000.4057.00,MIDAZOLAM SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de midazolam equivalente a 15 mg. de midazolam o midazolam 15 mg. Envase con 5 ampolletas con 3 ml.,GENERICO,Envase,1,57.5,1,1,1
1984,P-16-0005|exfarma|558,exfarma,P-16-0005,299,558,040.000.4060.00,MIDAZOLAM SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de midazolam equivalente a 50 mg. de midazolam o midazolam 50 mg. Envase con 5 ampolletas con 10 ml.,GENERICO,Envase,1,1239.5,1,1,1
1985,P-16-0005|exfarma|559,exfarma,P-16-0005,299,559,040.000.4470.00,METILFENIDATO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberación prolongada contiene: Clorhidrato de metilfenidato 18 mg. Envase con 15 tabletas de liberación,CONCERTA,Envase,1,234.29,1,1,0
1986,P-16-0005|exfarma|560,exfarma,P-16-0005,299,560,040.000.4470.01,METILFENIDATO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberación prolongada contiene: Clorhidrato de metilfenidato 18 mg. Envase con 30 tabletas de,CONCERTA,Envase,1,587.75,1,1,0
1987,P-16-0005|exfarma|561,exfarma,P-16-0005,299,561,040.000.4471.01,METILFENIDATO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberación prolongada contiene: Clorhidrato de metilfenidato 27 mg. Envase con 30 tabletas de,CONCERTA,Envase,1,613.31,1,1,0
1988,P-16-0005|exfarma|562,exfarma,P-16-0005,299,562,040.000.4472.00,METILFENIDATO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberación prolongada contiene: Clorhidrato de metilfenidato 36 mg. Envase con 15 tabletas de liberación,CONCERTA,Envase,1,328.5,1,1,0
1989,P-16-0005|exfarma|563,exfarma,P-16-0005,299,563,040.000.4472.01,METILFENIDATO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberación prolongada contiene: Clorhidrato de metilfenidato 36 mg. Envase con 30 tabletas de,CONCERTA,Envase,1,657,1,1,0
1990,P-16-0005|exfarma|564,exfarma,P-16-0005,299,564,040.000.4481.00,HALOPERIDOL SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Decanato de haloperidol equivalente a 50 mg. de haloperidol. Envase con 1 ampolleta con 1 ml,GENERICO,Envase,1,177.78,1,1,0
1991,P-16-0005|exfarma|565,exfarma,P-16-0005,299,565,040.000.4481.01,HALOPERIDOL SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Decanato de haloperidol equivalente a 50 mg. de haloperidol. Envase con 5 ampolletas con 1 ml,GENERICO,Envase,1,888.9,1,1,0
1992,P-16-0005|exfarma|566,exfarma,P-16-0005,299,566,040.000.4484.00,SERTRALINA CÁPSULA O TABLETA. Cada cápsula o tableta contiene: Clorhidrato de sertralina equivalente a 50 mg. de sertralina. Envase con 14 cápsulas o tabletas.,GENERICO,Envase,1,7.35,1,1,0
1993,P-16-0005|exfarma|567,exfarma,P-16-0005,299,567,040.000.5351.00,METILFENIDATO COMPRIMIDO. Cada comprimido contiene: Clorhidrato de metilfenidato 10 mg. Envase con 30 comprimidos.,GENERICO,Envase,1,38.88,1,1,0
1994,P-16-0005|exfarma|568,exfarma,P-16-0005,299,568,040.000.5478.00,LORAZEPAM TABLETA. Cada tableta contiene: Lorazepam 1 mg. Envase con 40 tabletas,GENERICO,Envase,1,60.91,1,1,0
1995,P-16-0006|exfarma|1,exfarma,P-16-0006,300,1,010.000.0071.00,"BENZATINA BENCILPENICILINA DE 600 000 UI, SUSPENSIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA Y 5 ML DE DILUYENTE.",GENERICO,ENVASE CON UN FRASCO ÁMPULA Y 5 ML DE DILUYENTE.,1,203.34,1,0,0
1996,P-16-0006|exfarma|2,exfarma,P-16-0006,300,2,010.000.0463.00,KETOTIFENO SOLUCIÓN ORAL 20 MG / 100 ML,GENERICO,ENVASE CON 120 ML.,1,9.96,1,0,0
1997,P-16-0006|exfarma|3,exfarma,P-16-0006,300,3,010.000.0573.00,PRAZOSINA. CAPSULAS. CADA CAPSULA CONTIENE: CLORHIDRATO DE PRAZOSINA EQUIVALENTE A 1 MG DE PRAZOSINA. ENVASE CON 30 TABLETAS.,MINIPRES,CAJAS,1,14.66,1,0,0
1998,P-16-0006|exfarma|4,exfarma,P-16-0006,300,4,010.000.0811.00,FLUOCINOLONA ACETONIDO DE CREMA 0.1 MG/G,GENERICO,ENVASE CON 20 GRAMOS,1,7.35,1,0,0
1999,P-16-0006|exfarma|5,exfarma,P-16-0006,300,5,010.000.1209.00,CISAPRIDA TABLETA CADA TABLETA CONTIENE: CISAPRIDA 5 MG .,GENERICO,ENVASE CON 30 TABLETAS.,1,16.63,1,0,0
2000,P-16-0006|exfarma|6,exfarma,P-16-0006,300,6,010.000.1210.01,"PINAVERIO, BROMURO DE DE 100 MG, TABLETA, ENVASE CON 28 TABLETAS.",DISETEL,ENVASE CON 28 TABLETAS.,1,463.77,1,0,0
2001,P-16-0006|exfarma|7,exfarma,P-16-0006,300,7,010.000.1244.00,MESALAZINA SUSPENSIÓN RECTAL 6.667 G/100 ML.,SALOFALK,ENVASE CON 7 ENEMAS DE 60 ML.,1,2255.94,1,0,0
2002,P-16-0006|exfarma|8,exfarma,P-16-0006,300,8,010.000.1314.00,QUINFAMIDA TABLETA 300 MG,GENERICO,ENVASE CON 1 TABLETA,1,59.05,1,0,0
2003,P-16-0006|exfarma|9,exfarma,P-16-0006,300,9,010.000.1501.00,"ESTROGENOS CONJUGADOS ORIGEN NATURAL, GRAGEAS DE .625 MG",GENERICO,ENVASE CON 42 GRAGEAS O TABLETAS,1,146.47,1,0,0
2004,P-16-0006|exfarma|10,exfarma,P-16-0006,300,10,010.000.1521.00,CLORMADINONA TABLETA CADA TABLETA CONTIENE: ACETATO DE CLORMADINONA 2 MG.,GENERICO,10 TABLETAS,1,139.87,1,0,0
2005,P-16-0006|exfarma|11,exfarma,P-16-0006,300,11,010.000.1545.00,"ATOSIBÁN DE 6.75 MG/0.9 ML, SOLUCIÓN INYECTABLE, ENVASE CON 0.9 ML.",TRACTOCILE,ENVASE CON 0.9 ML.,1,912.58,1,0,0
2006,P-16-0006|exfarma|12,exfarma,P-16-0006,300,12,010.000.1546.00,"ATOSIBÁN DE 37.5 MG/5.0 ML, SOLUCIÓN INYECTABLE, ENVASE CON 5.0 ML.",TRACTOCILE,ENVASE CON 5.0 ML.,1,4801.07,1,0,0
2007,P-16-0006|exfarma|13,exfarma,P-16-0006,300,13,010.000.1705.00,HIERRO DEXTRÁN SOLUCIÓN INYECTABLE - 100 MG/2 ML - 3 AMPOLLETAS CON 2 ML,GENERICO,ENVASE,1,35.88,1,0,0
2008,P-16-0006|exfarma|14,exfarma,P-16-0006,300,14,010.000.1712.00,HIERRO AMINOQUELADO Y ÁCIDO FÓLICO TABLETA - HIERRO ELEMENTAL 30 MG ÁCIDO FÓLICO 0.500 MG - 30 TABLETAS,INTRAFER,ENVASE,1,339.09,1,0,0
2009,P-16-0006|exfarma|15,exfarma,P-16-0006,300,15,010.000.1774.00A,"EPIRUBICINA, CLORHIDRATO DE DE 50 MG, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON LIOFILIZADO.",GENERICO,ENVASE CON UN FRASCO ÁMPULA CON LIOFILIZADO.,1,512.64,1,0,0
2010,P-16-0006|exfarma|16,exfarma,P-16-0006,300,16,010.000.2012.00,AMFOTERICINA B. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: AMFOTERICINA B 50 MG. ENVASE CON UN FRASCO AMPULA.,GENERICO,ENVASE,1,294.31,1,0,0
2011,P-16-0006|exfarma|17,exfarma,P-16-0006,300,17,010.000.2114.00,FELODIPINO TABLETA DE LIBERACIÓN PROLONGADA 5 MG,GENERICO,ENVASE CON 10 TABLETAS,1,60.86,1,0,0
2012,P-16-0006|exfarma|18,exfarma,P-16-0006,300,18,010.000.2123.00,MUPIROCINA. UNGÜENTO. CADA 100 GR CONTIENE: MUPIROCINA 2 GR. ENVASE CON 15 GR.,GENERICO,ENVASE,1,354.13,1,0,0
2013,P-16-0006|exfarma|19,exfarma,P-16-0006,300,19,010.000.2150.00,PLANTAGO OVATA/SENOSIDOS A Y B GRANULADO 54.2 G/300 MG/100 G,AGIOLAX,ENVASE CON 100 GRAMOS,1,131.85,1,0,0
2014,P-16-0006|exfarma|20,exfarma,P-16-0006,300,20,010.000.2195.00,"ONDANSETRÓN, CLORHIDRATO DIHIDRATADO DE DE 8 MG, TABLETA, ENVASE CON 10 TABLETAS.",GENERICO,ENVASE CON 10 TABLETAS.,1,73.25,1,0,0
2015,P-16-0006|exfarma|21,exfarma,P-16-0006,300,21,010.000.2348.00,"SOLUCIÓN PARA DIÁLISIS PERITONEAL CON SISTEMA DE DOBLE BOLSA SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 1.5% CADA 100 ML CONTIENE GLUCOSA 1.5 G. MILIEQUIVALENTES POR LITRO NA+ 132 MEQ, CA++ 3.5 MEQ, MG++ 1.5 MEQ, CL– 102 MEQ, LACTATO 35 MEQ MILIOSMOLES PORLITRO 347",DIANEAL CON DEXTROSA,"BOLSA CON 2 000 ML, CON SISTEMA DE DOBLE BOLSA",1,203.45,1,0,0
2016,P-16-0006|exfarma|22,exfarma,P-16-0006,300,22,010.000.2349.00,"SOLUCIÓN PARA DIÁLISIS PERITONEAL CON SISTEMA DE DOBLE BOLSA SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 4.25% CADA 100 ML CONTIENE GLUCOSA 4.25 G. MILIEQUIVALENTES POR LITRO NA+ 132 MEQ, CA++ 3.5 MEQ, MG++ 1.5 MEQ, CL– 102 MEQ, LACTATO 35 MEQ MILIOSMOLES POR LITRO 486",DIANEAL CON DEXTROSA,"BOLSA CON 2 000 ML, CON SISTEMA DE DOBLE BOLSA",1,203.48,1,0,0
2017,P-16-0006|exfarma|23,exfarma,P-16-0006,300,23,010.000.2350.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 1.5% (CADA 100ML CONTIENE: GLUCOSA 1.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40 MEQ / MILIOSMOLES POR LITRO 347), ENVASE 6000ML.",GENERICO,PIEZA,1,342.23,1,0,0
2018,P-16-0006|exfarma|24,exfarma,P-16-0006,300,24,010.000.2352.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 2.5% (CADA 100ML CONTIENE: GLUCOSA 2.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5 MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 398), ENVASE 2000ML.",GENERICO,PIEZA,1,122.08,1,0,0
2019,P-16-0006|exfarma|25,exfarma,P-16-0006,300,25,010.000.2353.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 2.5% (CADA 100ML CONTIENE: GLUCOSA 2.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5 MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 398), ENVASE 6000ML.",GENERICO,PIEZA,1,342.87,1,0,0
2020,P-16-0006|exfarma|26,exfarma,P-16-0006,300,26,010.000.2354.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 4.25% (CADA 100ML CONTIENE: GLUCOSA 4.25GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 486), ENVASE 2000ML.",GENERICO,PIEZA,1,164.82,1,0,0
2021,P-16-0006|exfarma|27,exfarma,P-16-0006,300,27,010.000.2355.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 4.25% (CADA 100ML CONTIENE: GLUCOSA 4.25GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 1.5MEQ, CL– 102MEQ, LACTATO 35 MEQ / MILIOSMOLES POR LITRO 486), ENVASE 6000ML.",GENERICO,PIEZA,1,203.95,1,0,0
2022,P-16-0006|exfarma|28,exfarma,P-16-0006,300,28,010.000.2356.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 1.5% (CADA 100ML CONTIENE: GLUCOSA 1.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 347), ENVASE 2000ML.",GENERICO,PIEZA,1,89.71,1,0,0
2023,P-16-0006|exfarma|29,exfarma,P-16-0006,300,29,010.000.2431.00,DEXTROMETORFANO JARABE 300 MG.,GENERICO,ENVASE CON 60 ML Y DOSIFICADOR,1,4.73,1,0,0
2024,P-16-0006|exfarma|30,exfarma,P-16-0006,300,30,010.000.2433.00,BENZONATATO PERLA CADA PERLA CONTIENE BENZONATATO 100 MG,GENERICO,ENVASE CON 20 PERLAS,1,11.87,1,0,0
2025,P-16-0006|exfarma|31,exfarma,P-16-0006,300,31,010.000.2471.00,CLORFENAMINA COMPUESTA TABLETA CADA TABLETA CONTIENE PARACETAMOL 500 MG CAFEÍNA 25 MG CLORHIDRATO DE FENILEFRINA 5 MG MALEATO DE CLORFENAMINA 4 MG.,GENERICO,ENVASE CON 10 TABLETAS.,1,3.91,1,0,0
2026,P-16-0006|exfarma|32,exfarma,P-16-0006,300,32,010.000.2616.00,"LEVETIRACETAM DE 10 G / 100 ML, SOLUCIÓN ORAL, ENVASE CON 300 ML (100 MG/ML).",GENERICO,ENVASE CON 300 ML (100 MG/ML).,1,1452.84,1,0,0
2027,P-16-0006|exfarma|33,exfarma,P-16-0006,300,33,010.000.2617.00,"LEVETIRACETAM DE 500 MG, TABLETA, ENVASE CON 60 TABLETAS.",GENERICO,ENVASE CON 60 TABLETAS.,1,701.48,1,0,0
2028,P-16-0006|exfarma|34,exfarma,P-16-0006,300,34,010.000.2626.00,"OXCARBAZEPINA DE 300 MG, GRAGEA O TABLETA, ENVASE CON 20 GRAGEAS O TABLETAS.",GENERICO,ENVASE,1,178.11,1,0,0
2029,P-16-0006|exfarma|35,exfarma,P-16-0006,300,35,010.000.2627.00,"OXCARBAZEPINA DE 600 MG, GRAGEA O TABLETA, ENVASE CON 20 GRAGEAS O TABLETAS.",GENERICO,ENVASE,1,342.25,1,0,0
2030,P-16-0006|exfarma|36,exfarma,P-16-0006,300,36,010.000.2628.00,"OXCARBAZEPINA DE 6 G/100 ML, SUSPENSIÓN ORAL, ENVASE CON 100 ML.",GENERICO,ENVASE,1,244.19,1,0,0
2031,P-16-0006|exfarma|37,exfarma,P-16-0006,300,37,010.000.2709.00,"VITAMINAS Y MINERALES SUSPENSIÓN O SOLUCIÓN ORAL - TIAMINA, RIBOFLAVINA, PIRIDOXINA, CIANOCOBALAMINA, ÁCIDO FÓLICO, ÁCIDO ASCÓRBICO, SULFATO FERROSO, ZINC - FRASCO GOTERO DE 30 ML",BARIPLEX,FRASCO,1,242.57,1,0,0
2032,P-16-0006|exfarma|38,exfarma,P-16-0006,300,38,010.000.2711.00,"VITAMINAS Y MINERALES SOLUCIÓN ORAL LA CUAL CONTIENE RIBOFLAVINA, TIAMINA, PIRIDOXINA, B12, ÁCIDO FÓLICO, ASCORBATO DE SODIO, SULFATO FERROSO, ZINC",GENERICO,ENVASE CON 60 ML. Y GOTERO DE 2 ML.,1,19.08,1,0,0
2033,P-16-0006|exfarma|39,exfarma,P-16-0006,300,39,010.000.2715.00,VITAMINA E GRAGEA O CÁPSULA DE GELATINA 400 MG,GENERICO,ENVASE CON 99 Ó 100 GRAGEAS O CAPSULAS,1,73.26,1,0,0
2034,P-16-0006|exfarma|40,exfarma,P-16-0006,300,40,010.000.2716.00,"VITAMINAS Y MINERALES SUSPENSIÓN ORAL - RIBOFLAVINA, TIAMINA, PIRIDOXINA, B12, ÁCIDO FÓLICO, ASCORBATO DE SODIO, FUMARATO FERROSO, ZINC - ENVASE CON 30 ML CON GOTERO INTEGRADO DE 0.5 Y 1.0 ML",BARIPLEX,ENVASE,1,265.38,1,0,0
2035,P-16-0006|exfarma|41,exfarma,P-16-0006,300,41,010.000.2717.00,"VITAMINAS Y MINERALES TABLETA - RIBOFLAVINA, TIAMINA, PIRIDOXINA, B12, ÁCIDO FÓLICO, ASCORBATO DE SODIO, FUMARATO FERROSO, ZINC, COBRE - 30 TABLETAS",CENTRUM,ENVASE,1,317.48,1,0,0
2036,P-16-0006|exfarma|42,exfarma,P-16-0006,300,42,010.000.2730.00,"NUTRICIÓN PARENTERAL DE CADA 100 ML CONTIENE:EN EL COMPARTIMIENTO DE AMINOÁCIDOS AL 10% CON ELECTROLITOS: L-ALANINA 2.070 G; L-ARGININA 1.150 G; GLICINA 1.030 G; L- ISTIDINA 0.480 G; LISOLEUCINA 0.600 G; L- LEUCINA 0.730 G; CLORHIDRATO DE L-LISINA EQUIVALENTE A 0.580G DE L-LISINA; L-METIONINA 0.400 G; L-FENILALANINA 0.560 G; L-PROLINA 0.680 G; L-SERINA 0.500 G; L-TREONINA 0.420 ; L- TRIPTOFANO 0.180 G; L-TIROSINA 0.040 G; L-VALINA 0.580G; ACETATO DE SODIO TRIHIDRATADO 0.612 A 0.680 G; FOSFATO DIPOTÁSICO 0.522 G O GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y LORURO DE POTASIO 0.448 G; CLORURO DE SODIO 0.118 G; CLORURO DE MAGNESIO; HEXAHIDRATADO 0.103 A 0.112 G. EL COMPARTIMIENTO DE GLUCOSA AL 40% Y CLORURO DE CALCIO: GLUCOSA NOHIDRATADA EQUIVALENTE A 40.0 G DE GLUCOSA ANHIDRA, CLORURO DE CALCIO DIHIDRATADO 0.066 A 0.075 G., EMULSIÓN INYECTABLE, ENVASE CON BOLSA DE PLÁSTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA ÍPIDOS, 800 ML PARA AMINOÁCIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).",GENERICO,"ENVASE CON BOLSA DE PLÁSTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LÍPIDOS, 800 ML PARA AMINOÁCIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).",1,1269.89,1,0,0
2037,P-16-0006|exfarma|43,exfarma,P-16-0006,300,43,010.000.2733.00,"NUTRICIÓN PARENTERAL DE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSIÓN DE LÍPIDOS AL 20%,ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G, EN EL COMPARTIMIENTO DE MINOÁCIDOS AL 7% CON ELECTROLITOS: L-ALANINA 1.449 A 1.450 G, L-ARGININA 0.805 G,GLICINA 0.721 A 0.722 G, L-HISTIDINA 0.335 A 0.336 G, L- ISOLEUCINA 0.420 G, L-LEUCINA 0.511 A 0.512 G, CLORHIDRATO DE L-LISINA, EQUIVALENTE A 0.405 A 0.406 G DE L-LISINA,L- METIONINA 0.280 G,L-FENILALANINA 0.392 G, L-PROLINA 0.475 A 0.476 G, L-SERINA 0.350 G, L-TREONINA 0.294 A 0.295 G, L- TRIPTOFANO 0.125 A 0.126 G, L-TIROSINA 0.028 G, L-VALINA 0.405 A 0.406 G, ACETATO DE SODIO TRIHIDRATADO 0.515 A 0.612 G, FOSFATO DIPOTÁSICO 0.522 G O GLICEROFOSFATO DE SODIO PENTAHIDRATADO 0.535 G Y CLORURO DE POTASIO 0.448 G, CLORURO DE SODIO 0.188 G, CLORURO DE MAGNESIO HEXAHIDRATADO 0.103 A 0.112 G, EL COMPARTIMIENTO DE GLUCOSA AL 25% Y CLORURO DE CALCIO: GLUCOSA MONOHIDRATADA EQUIVALENTE A 25.00 G E GLUCOSA ANHIDRA. CLORURO DE CALCIO DIHIDRATADO 0.066 A 0.075 G., EMULSIÓN INYECTABLE, ENVASE CON BOLSA DE PLÁSTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LÍPIDOS, 800 ML PARA AMINOÁCIDOS CON LECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).",GENERICO,"ENVASE CON BOLSA DE PLÁSTICO DE 2000 ML CON TRES COMPARTIMIENTOS (400 ML PARA LÍPIDOS, 800 ML PARA AMINOÁCIDOS CON ELECTROLITOS, 800 ML PARA GLUCOSA CON CALCIO).",1,1272.41,1,0,0
2038,P-16-0006|exfarma|44,exfarma,P-16-0006,300,44,010.000.2734.00,"NUTRICIÓN PARENTERAL DE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSIÓN DE LÍPIDOS AL 20%,ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G, EN EL COMPARTIMIENTO DE AMINOÁCIDOS AL 8.5% CON",GENERICO,ENVASE CON BOLSA DE PLÁSTICO DE 2000 ML CON TRES COMPARTIMIENTOS,1,1253.74,1,0,0
2039,P-16-0006|exfarma|45,exfarma,P-16-0006,300,45,010.000.2801.00,ZINC Y FENILEFRINA SOLUCIÓN OFTÁLMICA 2.5 MG/1.2 MG/ ML,GENERICO,ENVASE CON GOTERO INTEGRAL CON 15 ML.,1,29.37,1,0,0
2040,P-16-0006|exfarma|46,exfarma,P-16-0006,300,46,010.000.2828.00,GENTAMICINA SOLUCIÓN OFTÁLMICA CADA ML CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 3 MG DE GENTAMICINA.,GENERICO,ENVASE CON GOTERO INTEGRAL CON 5 ML.,1,21.2,1,0,0
2041,P-16-0006|exfarma|47,exfarma,P-16-0006,300,47,010.000.3022.00,"MITOMICINA DE 5 MG, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA.",GENERICO,ENVASE CON UN FRASCO ÁMPULA.,1,228.01,1,0,0
2042,P-16-0006|exfarma|48,exfarma,P-16-0006,300,48,010.000.3047.00,"TAMOXIFENO, CITRATO DE DE 20 MG, TABLETA, ENVASE CON 14 TABLETAS.",TAXUS,ENVASE CON 14 TABLETAS.,1,26.61,1,0,0
2043,P-16-0006|exfarma|49,exfarma,P-16-0006,300,49,010.000.3132.00,"NEOMICINA, SULFATO DE, POLIMIXINA B, SULFATO DE, FLUOCINOLONA, ACETÓNIDO DE, LÍDOCAINA, CLORHIDRATO DE, DE 0.350 G/1 000 000 U/0.025 G /2.0 G/100 ML, SOLUCIÓN ÓTICA, ENVASE CON GOTERO INTEGRAL CON 5 ML.",GENERICO,ENVASE CON GOTERO INTEGRAL CON 5 ML.,1,19.67,1,0,0
2044,P-16-0006|exfarma|50,exfarma,P-16-0006,300,50,010.000.3400.00,DIPIRIDAMOL-ACIDO ACETILSALICILICO CÁPSULA DE LIBERACIÓN PROLONGADA 200 MG/25 MG.,AGGRENOX,60 CÁPSULAS DE LIBERACIÓN PROLONGADA,1,1003.27,1,0,0
2045,P-16-0006|exfarma|51,exfarma,P-16-0006,300,51,010.000.3415.00,PIROXICAM CAPSULA O TABLETA 20 MG.,GENERICO,ENVASE CON 20 CAPSULAS O TABLETAS.,1,3.58,1,0,0
2046,P-16-0006|exfarma|52,exfarma,P-16-0006,300,52,010.000.3423.00,"MELOXICAM DE 15 MG, TABLETA, ENVASE CON 10 TABLETAS.",GENERICO,ENVASE CON 10 TABLETAS.,1,8.88,1,0,0
2047,P-16-0006|exfarma|53,exfarma,P-16-0006,300,53,010.000.3601.00,GLUCOSA SOLUCIÓN INYECTABLE AL 5 % CADA 100 ML CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 5 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 250 ML. CONTIENE: GLUCOSA 12.5 G.,GENERICO,ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 250 ML,1,10.36,1,0,0
2048,P-16-0006|exfarma|54,exfarma,P-16-0006,300,54,010.000.3603.00,GLUCOSA SOLUCIÓN INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA ENVASE COLAPSABLE CON 1 000 ML. CONTIENE: GLUCOSA 50.0 G.,GENERICO,ENVASE COLAPSABLE 100 ML,1,11.26,1,0,0
2049,P-16-0006|exfarma|55,exfarma,P-16-0006,300,55,010.000.3607.00,GLUCOSA SOLUCIÓN INYECTABLE AL 50 %CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 50 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 50.0 G DE GLUCOSA. ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 50 ML. CONTIENE: GLUCOSA 25.0 G.,GENERICO,ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 50 ML,1,20.36,1,0,0
2050,P-16-0006|exfarma|56,exfarma,P-16-0006,300,56,010.000.3610.00,CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE COLAPSABLE CON 1 000 ML. CONTIENE: SODIO 154 MEQ. CLORURO 154 MEQ.,GENERICO,ENVASE CON 1 000 ML.,1,12.4,1,0,0
2051,P-16-0006|exfarma|57,exfarma,P-16-0006,300,57,010.000.3611.00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE - 0.9 G/5 G/100 ML - ENVASE CON 250 ML,GENERICO,ENVASE,1,11.03,1,0,0
2052,P-16-0006|exfarma|58,exfarma,P-16-0006,300,58,010.000.3612.00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE ENVASE COLAPSABLE CON 500 ML. CONTIENE: SODIO 77 MEQ CLORURO 77 MEQ GLUCOSA 25 MG.,GENERICO,ENVASE CON 500 ML.,1,11.26,1,0,0
2053,P-16-0006|exfarma|59,exfarma,P-16-0006,300,59,010.000.3613.00,CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE ENVASE COLAPSABLE CON 1 000 ML. CONTIENE: SODIO 154.0 MEQ CLORURO 154.0 M EQ GLUCOSA 50.0 G.,GENERICO,ENVASE CON 1 000 ML.,1,12.4,1,0,0
