clues,clues_nombre,jurisdiccion,caravana_region,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega,lista_base_id,created_at,updated_at
CSSSA017924,SITALÁ,9,NULL,SITALÁ,SITALÁ,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA017936,NUEVO PARAÍSO,4,NULL,LA CONCORDIA,NUEVO PARAÍSO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA017941,EL TEPEYAC,1,NULL,CINTALAPA,EL TEPEYAC,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA017953,CARAVANA TIPO 2 SAN JOSÉ,2,2,HUIXTÁN,SAN JOSÉ,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA017965,CARAVANA TIPO 2 JOCOSIC,2,2,CHAMULA,CHIOTIC,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA017970,LAS LAURAS,7,NULL,ACAPETAHUA,LAS LAURAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA017982,JIQUILPAN,7,NULL,ACAPETAHUA,JIQUILPAN (ESTACIÓN BONANZA),"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA017994,SOLO DIOS,7,NULL,MAPASTEPEC,SOLO DIOS,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018006,MAZATÁN,7,NULL,MAZATÁN,MAZATÁN,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018011,HIDALGO,7,NULL,TAPACHULA,HIDALGO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018023,SAN NICOLÁS LAGARTERO,7,NULL,TAPACHULA,SAN NICOLÁS LAGARTERO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018035,PLAYA LINDA,7,NULL,TAPACHULA,PLAYA LINDA,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018040,NUEVO MILENIO,7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018064,JET-JÁ 2,9,NULL,CHILÓN,JET-JÁ 2,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018076,EL GUANAL,9,NULL,OCOSINGO,EL GUANAL,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018081,BENITO JUÁREZ MIRAMAR,9,NULL,OCOSINGO,BENITO JUÁREZ MIRAMAR,"CASA DE SALUD
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018093,NUEVO JUAN DEL GRIJALVA,5,NULL,OSTUACÁN,NUEVO JUAN DEL GRIJALVA,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018105,LOMANTÁN,3,NULL,LAS MARGARITAS,LOMANTÁN,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018110,SAN ARTURO LAS FLORES,3,NULL,LAS MARGARITAS,SAN ARTURO LAS FLORES,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018122,SABINALITO,3,NULL,LA TRINITARIA,SABINALITO,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018134,CARAVANA TIPO 0 JUC'NIL,2,2,SAN JUAN CANCUC,JUC'NIL,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018146,CARAVANA TIPO 0 SAN CARLOS CORRALITO,2,2,PANTELHÓ,SAN CARLOS CORRALITO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018151,CARAVANA TIPO 0 SAN JOSÉ BUENAVISTA TERCERO,2,2,PANTELHÓ,SAN JOSÉ BUENAVISTA TERCERO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018163,CARAVANA TIPO 1 CAMOAPA 1A. SECCIÓN,5,NULL,PICHUCALCO,CAMOAPA 1RA. SECCIÓN A (PORTACELI),"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018175,CARAVANA TIPO 1 JOTOLCHÉN,5,5,SAN ANDRÉS DURAZNAL,JOTOLCHÉN,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018180,CARAVANA TIPO 0  FLOR DE CAFÉ,6,6,TUMBALÁ,FLOR DE CAFÉ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018192,CARAVANA TIPO 0 POMILTIC,9,9,SITALÁ,POMILTIC,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018204,CARAVANA TIPO 0 SAN CARALAMPIO,2,2,AMATENANGO DEL VALLE,SAN CARALAMPIO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018216,CARAVANA TIPO 1 BUENAVISTA TENOJIB,9,9,CHILÓN,BUENAVISTA TENOJIB,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018221,CARAVANA TIPO 3 XANIL,9,9,CHILÓN,XANIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018233,CARAVANA TIPO 3 TEMÓ,9,9,CHILÓN,TEMÓ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018245,CARAVANA TIPO 0 NUEVO PINO SUAREZ,9,9,CHILÓN,NUEVO PINO SUÁREZ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018250,CARAVANA TIPO 0 JOL CATARRAYA,9,9,CHILÓN,JOL CATARRAYA,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018262,CARAVANA TIPO 0 CHUTALILJÁ,9,9,CHILÓN,CHUTALILJÁ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018274,CARAVANA TIPO 0 SANTO DOMINGO,1,1,OCOTEPEC,SANTO DOMINGO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018286,CARAVANA TIPO 0 RIO NEGRO,1,1,FRANCISCO LEÓN,RÍO NEGRO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018291,CARAVANA TIPO 0 LOS MANGOS,2,2,PANTELHÓ,LOS MANGOS,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018303,CARAVANA TIPO 1 TIERRA BLANCA,2,2,ZINACANTÁN,TIERRA BLANCA,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018315,CARAVANA TIPO 0 SANTA ANITA,5,5,IXHUATÁN,SANTA ANITA,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018320,CARAVANA TIPO 0 GUADALUPE MAZANIL,9,9,SITALÁ,GUADALUPE MAZANIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018332,CARAVANA TIPO 0 CHABECLUMIL,9,9,SITALÁ,CHABECLUMIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018344,CARAVANA TIPO 3 CENTRO JOLAKIL,9,9,CHILÓN,CENTRO JOLAKIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018356,CARAVANA TIPO 0 LA PALMA UNO,2,2,SAN JUAN CANCUC,LA PALMA UNO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018361,CARAVANA TIPO 0  JOL HICABATIL,9,9,CHILÓN,JOL HIC'BATIL,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018373,CARAVANA TIPO 0 ADOLFO RUÍZ CORTÍNEZ,1,1,TECPATÁN,ADOLFO RUIZ CORTINES,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018385,CARAVANA TIPO 0 POCOLTÓN,2,2,LARRÁINZAR,POCOLTÓN,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018390,CARAVANA TIPO 1 MEONHO,2,2,LARRÁINZAR,MEHONO,"UNIDAD MÓVIL
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018402,CARAVANA TIPO 0 LOQU'IB-JÁ,9,9,CHILÓN,LOQU'IB-JÁ,"UNIDAD MÓVIL
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,1,NULL,NULL
CSSSA018414,LAS MARGARITAS,3,NULL,LAS MARGARITAS,LAS MARGARITAS,"URBANO DE 07 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018426,VERACRUZ,3,NULL,LAS MARGARITAS,VERACRUZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018431,CESSA SAN LUCAS,1,NULL,SAN LUCAS,SAN LUCAS,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018443,CENTRO DE SALUD MICROREGIONAL BELISARIO DOMÍNGUEZ,9,NULL,ALTAMIRANO,BELISARIO DOMÍNGUEZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018455,CAPASITS TUXTLA,1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018460,CENTRO DE SALUD MICROREGIONAL YAXALA,9,NULL,OCOSINGO,YAXALÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018472,CENTRO DE SALUD RURAL  SAN MARTÍIN,9,NULL,OCOSINGO,SAN MARTÍN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018484,CENTRO DE SALUD MICROREGIONAL LA REFORMA,9,NULL,OCOSINGO,LA REFORMA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018496,CENTRO DE SALUD MICROREGIONAL LOS QUINICHEZ,9,NULL,OCOSINGO,LOS QUINICHEZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018501,CENTRO DE SALUD MICROREGIONAL EL CARMEN,9,NULL,CHILÓN,EL CARMEN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018513,CENTRO DE SALUD MICROREGIONAL PATELNÁ,9,NULL,CHILÓN,PATELNÁ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018525,CENTRO DE SALUD MICROREGIONAL BOLONTÓN,9,NULL,CHILÓN,BOLONTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018530,CENTRO DE SALUD MICROREGIONAL CRUCERO CHICH,9,NULL,CHILÓN,CRUCERO CHICH,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018542,CENTRO DE SALUD MICROREGIONAL EL MANGO,9,NULL,CHILÓN,EL MANGO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018554,CENTRO DE SALUD MICROREGIONAL GOLOLTÓN,9,NULL,CHILÓN,GOLOLTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018566,CENTRO DE SALUD MICROREGIONAL YULUBMAX,9,NULL,CHILÓN,YULUBMAX,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018571,CENTRO DE SALUD MICROREGIOAAL SAN GABRIEL,9,NULL,CHILÓN,SAN GABRIEL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018583,BELISARIO DOMÍNGUEZ,10,NULL,MOTOZINTLA,BELISARIO DOMÍNGUEZ,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018595,TAPACHULA (U.N.E.M.E. SORID),7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018600,TAPACHULA (U.N.E.M.E. CAPACITS),7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018612,TAPACHULA (U.N.E.M.E. CAPA I ),7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018624,TAPACHULA (U.N.E.M.E. CAPA II ),7,NULL,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018636,TUXTLA (U.N.E.M.E. CAPA),1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018641,VILLA DEL MAR,8,NULL,ARRIAGA,VILLA DEL MAR,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018653,CACHIMBO,8,NULL,PIJIJIAPAN,CACHIMBO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018665,PUENTE MARGARITA,8,NULL,PIJIJIAPAN,PUENTE MARGARITAS,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018670,LA LAGUNA,8,NULL,TONALÁ,LA LAGUNA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018682,LA POLKA,8,NULL,TONALÁ,LA POLKA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,"DISTRIBUIDORA DISUR, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018694,SAN CRISTÓBAL (U.N.E.M.E. ENFERMEDADES CRÓNICAS),2,NULL,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018706,SAN CRISTÓBAL (U.N.E.M.E. CAPA NUEVA VIDA),2,NULL,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018711,TUXTLA   (U.N.E.M.E. CRÓNICO DEGENERATIVOS),1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018723,LAS PALMERAS,7,NULL,TAPACHULA,LAS PALMERAS,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018735,TUXTLA   (U.N.E.M.E. CISAME),1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018805,CLÍNICA DE LA MUJER PONIENTE,1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"CLÍNICA DE ESPECIALIDADES
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018810,BANCO DE SANGRE  DR. DOMINGO CHANONA RODRÍGUEZ,1,NULL,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"CENTRO ESTATAL DE TRASFUSION SANGUÍNEA (BANCOS DE SANGRE)
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
CSSSA018822,SAN JOSÉ ZAPOTAL,3,NULL,LAS MARGARITAS,SAN JOSÉ ZAPOTAL,"CASA DE SALUD
",exfarma,1,"EXFARMA, S.A. DE C.V.",NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL,NULL,NULL,NULL
